Index,All Students,Minority,Economically Disadvantaged,Female,Male,Bil/ESL,Gifted,Special Ed,Title1,At Risk,Immigrant,Migrant,Dyslexic,Homeless,Foster Care,District,Year
2789,12.5,0.827102804,0.593495935,0.561403509,0.438596491,0.166666667,0.231481481,0.166666667,0.833333333,0.217391304,0.19379845,0.166666667,0.1953125,0.192307692,0.166666667,220910,17
2790,31.4,0.785854617,0.401785714,0.567099567,0.432900433,0.055309735,0.254464286,0.053304904,0.947145877,0.247191011,0.05399568,0.052631579,0.053418803,0.052854123,0.052854123,220912,17
2791,48.1,0.77245509,0.294117647,0.581395349,0.418604651,0.240384615,0.301204819,0.242718447,0.8,0.260416667,0.240384615,0.2,0.240384615,0.2,0.2,220914,17
2792,40.6,0.614035088,0.384615385,0.618320611,0.381679389,0.166666667,0.423728814,0.166666667,0.187969925,0.192307692,0.166666667,0.166666667,0.189393939,0.187969925,0.166666667,220915,17
2793,57.9,0.576271186,0.343915344,0.54642476,0.45357524,0.026652452,0.239361702,0.026427061,0.026483051,0.106837607,0.02699784,0.025641026,0.026539278,0.026511135,0.025641026,220916,17
2794,8.7,0.901574803,0.655172414,0.666666667,0.333333333,0.142857143,0.189393939,0.142857143,0.857142857,0.354609929,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,220917,17
2795,49.6,0.503015682,0.321382843,0.535891089,0.464108911,0.031407035,0.174135723,0.017925736,0.03030303,0.129653402,0.031094527,0.03030303,0.03113325,0.031055901,0.03101737,220918,17
2796,84.8,0.401176471,0.03164557,0.56675063,0.43324937,0.031525851,0.452658885,0.006485084,0.03125,0.026007802,0.009102731,0.03125,0.032133676,0.03125,0.031407035,220919,17
2797,46.3,0.759433962,0.304761905,0.619834711,0.380165289,0.19379845,0.229357798,0.192307692,0.833333333,0.278846154,0.19379845,0.166666667,0.166666667,0.192307692,0.166666667,220920,17
2798,64.6,0.666666667,0.217391304,0.579831933,0.420168067,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20661157,0.204918033,0.2,221801,17
2799,35.5,0.532846715,0.355371901,0.555735057,0.444264943,0.039745628,0.150413223,0.038461538,0.040322581,0.294019934,0.04,0.038461538,0.040064103,0.040192926,0.038461538,221901,17
2800,27.8,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,221904,17
2801,56.7,0.765306122,0.333333333,0.649350649,0.350649351,0.25,0.352112676,0.25,0.25,0.342465753,0.25,0.25,0.324675325,0.25,0.25,221911,17
2802,82.9,0.746268657,0.297619048,0.588235294,0.411764706,0.25,0.25,0.25,0.25,0.294117647,0.25,0.25,0.25,0.25,0.25,221912,17
2803,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,223902,17
2804,42.4,0.906077348,0.390243902,0.675675676,0.324324324,0.25,0.347222222,0.25,0.25,0.324675325,0.25,0.25,0.308641975,0.25,0.25,225902,17
2805,30.4,0.887573964,0.510204082,0.625,0.375,0.333333333,0.480769231,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,225906,17
2806,35.6,0.586363636,0.272206304,0.530831099,0.469168901,0.067385445,0.131805158,0.067385445,0.220630372,0.130813953,0.067750678,0.06684492,0.068681319,0.067024129,0.06684492,226903,17
2807,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,226906,17
2808,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,227506,17
2809,63.8,0.8,0.320512821,0.602409639,0.397590361,0.25,0.25,0.25,0.75,0.294117647,0.25,0.25,0.277777778,0.25,0.25,227804,17
2810,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,227806,17
2811,55.1,0.887417219,0.333333333,0.444444444,0.555555556,0.333333333,0.333333333,0.333333333,0.333333333,0.416666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,227814,17
2812,49.3,0.925311203,0.625,0.591715976,0.408284024,0.118421053,0.164473684,0.142857143,0.888157895,0.393333333,0.125,0.141242938,0.144508671,0.142045455,0.125,227816,17
2813,20.5,0.933510638,0.801587302,0.515503876,0.484496124,0.20242915,0.090909091,0.101214575,0.909090909,0.481327801,0.090909091,0.090909091,0.098039216,0.090909091,0.090909091,227820,17
2814,50,0.875,0.576271186,0.793650794,0.206349206,0.446428571,0.333333333,0.333333333,0.666666667,0.487179487,0.333333333,0.333333333,0.390625,0.333333333,0.333333333,227824,17
2815,19.6,0.888888889,0.742268041,0.431818182,0.568181818,0.25,0.2,0.247524752,0.8,0.376623377,0.25,0.2,0.2,0.240384615,0.2,227825,17
2816,62.4,0.585843373,0.331176833,0.59205665,0.40794335,0.046153846,0.247672253,0.015384615,0.192307692,0.131742095,0.023234201,0.007692308,0.038651824,0.015384615,0.007692308,227901,17
2817,48.8,0.739309211,0.396581197,0.571549534,0.428450466,0.033333333,0.220512821,0.020955574,0.583760684,0.257093723,0.014617369,0.020833333,0.021168501,0.021097046,0.020938023,227904,17
2818,8.2,0.906716418,0.679487179,0.606060606,0.393939394,0.15625,0.292397661,0.142857143,0.142857143,0.321917808,0.147058824,0.125,0.14619883,0.142857143,0.125,227907,17
2819,71.3,0.376884422,0.053022269,0.501583949,0.498416051,0.026371308,0.213447172,0.026624068,0.025641026,0.026539278,0.026567481,0.025641026,0.034557235,0.025641026,0.025641026,227909,17
2820,22,0.946,0.778325123,0.636803874,0.363196126,0.044334975,0.113300493,0.058823529,0.944444444,0.32345679,0.058685446,0.05800464,0.059241706,0.058275058,0.05800464,227910,17
2821,55.7,0.819672131,0.438596491,0.595238095,0.404761905,0.416666667,0.510204082,0.333333333,0.333333333,0.423728814,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,227912,17
2822,75.2,0.381526104,0.042232278,0.549048316,0.450951684,0.036656891,0.256410256,0.03671072,0.035714286,0.069908815,0.037091988,0.035714286,0.036873156,0.036337209,0.036337209,227913,17
2823,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,228905,17
2824,41.4,0.857142857,0.657894737,0.285714286,0.714285714,0.5,0.581395349,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,229904,17
2825,36,0.914634146,0.641025641,0.694444444,0.305555556,0.5,0.5,0.5,0.5,0.625,0.5,0.5,0.5,0.625,0.5,230901,17
2826,25,0.79787234,0.305555556,0.367088608,0.632911392,0.25,0.378787879,0.25,0.75,0.320512821,0.25,0.25,0.25,0.25,0.25,230902,17
2827,77.8,0.857142857,0.5,0.166666667,0.833333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,230905,17
2828,3,0.75,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,230906,17
2829,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,232901,17
2830,19,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,232902,17
2831,12.4,0.832214765,0.506756757,0.606060606,0.393939394,0.148809524,0.317567568,0.14619883,0.857142857,0.167785235,0.14619883,0.147928994,0.148809524,0.145348837,0.144508671,232903,17
2832,9.3,0.897959184,0.515151515,0.576923077,0.423076923,0.065104167,0.228650138,0.0625,0.9375,0.238227147,0.065104167,0.0625,0.065445026,0.0625,0.0625,233901,17
2833,61.1,0.738916256,0.337837838,0.694444444,0.305555556,0.25,0.347222222,0.25,0.25,0.308641975,0.25,0.25,0.25,0.301204819,0.25,234902,17
2834,30.8,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,234903,17
2835,66.7,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,234905,17
2836,55.9,0.857142857,0.595238095,0.609756098,0.390243902,0.5,0.694444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,234906,17
2837,16.8,0.62835249,0.402173913,0.576271186,0.423728814,0.052742616,0.159574468,0.052631579,0.106609808,0.1875,0.053078556,0.05,0.053418803,0.106609808,0.052521008,235902,17
2838,80,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,236901,17
2839,19.3,0.8,0.539568345,0.522292994,0.477707006,0.158227848,0.308641975,0.142857143,0.142857143,0.179856115,0.142857143,0.142857143,0.161290323,0.157232704,0.142857143,236902,17
2840,31.4,0.738461538,0.519230769,0.617283951,0.382716049,0.143678161,0.292397661,0.125,0.875,0.123376623,0.142857143,0.125,0.141242938,0.125,0.139664804,237904,17
2841,12.7,0.911111111,0.647887324,0.617283951,0.382716049,0.294117647,0.304878049,0.25,0.75,0.568181818,0.25,0.25,0.25,0.378787879,0.25,237905,17
2842,43.6,0.603448276,0.1953125,0.5859375,0.4140625,0.166666667,0.387596899,0.166666667,0.166666667,0.179856115,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,239901,17
2843,66.7,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,240503,17
2844,66.7,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,240801,17
2845,15.9,0.977022059,0.890295359,0.606092437,0.393907563,0.084388186,0.210970464,0.025773196,0.974358974,0.236228814,0.025906736,0.025773196,0.025853154,0.025773196,0.025693731,240901,17
2846,44.7,0.981563422,0.635179153,0.564971751,0.435028249,0.073289902,0.293159609,0.020080321,0.980392157,0.286530612,0.020358306,0.020016013,0.020145044,0.019607843,0.019968051,240903,17
2847,12.5,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,240904,17
2848,4.2,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,241901,17
2849,29.6,0.847457627,0.230769231,0.553571429,0.446428571,0.333333333,0.531914894,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,241903,17
2850,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,241906,17
2851,33.8,0.6367713,0.37593985,0.595238095,0.404761905,0.166666667,0.190839695,0.166666667,0.833333333,0.190839695,0.166666667,0.166666667,0.176056338,0.166666667,0.166666667,243901,17
2852,52.3,0.538888889,0.242424242,0.549450549,0.450549451,0.087108014,0.283018868,0.083333333,0.916666667,0.076923077,0.088339223,0.083333333,0.083333333,0.083333333,0.083333333,243905,17
2853,5.9,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,243906,17
2854,11.8,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,245901,17
2855,2,0.9,0.75,0.6,0.4,0.2,0.25,0.2,0.8,0.25,0.2,0.2,0.2,0.2,0.2,245902,17
2856,4,0.888888889,0.666666667,0.5,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,245903,17
2857,20.5,0.856321839,0.315068493,0.480769231,0.519230769,0.362318841,0.362318841,0.333333333,0.333333333,0.319148936,0.347222222,0.333333333,0.357142857,0.333333333,0.333333333,246902,17
2858,50.4,0.43877551,0.235294118,0.596658711,0.403341289,0.05952381,0.294811321,0.058685446,0.055555556,0.221945137,0.05952381,0.055555556,0.055555556,0.058548009,0.055555556,246904,17
2859,54.1,0.673913043,0.357142857,0.600961538,0.399038462,0.119047619,0.246305419,0.119617225,0.111111111,0.194594595,0.119617225,0.111111111,0.12195122,0.118483412,0.111111111,246906,17
2860,37.5,0.857142857,0.5,0.5,0.5,0.5,0.675675676,0.5,0.5,0.5,0.5,0.5,0.5,0.657894737,0.5,246907,17
2861,60,0.482866044,0.118483412,0.67264574,0.32735426,0.1,0.119617225,0.1,0.1,0.115207373,0.111111111,0.1,0.113636364,0.1,0.1,246908,17
2862,77,0.548832272,0.136314068,0.532683279,0.467316721,0.01814882,0.235421949,0.009067827,0.009044863,0.072674419,0.018195051,0.009031792,0.018288222,0.009044863,0.009031792,246909,17
2863,35.9,0.816216216,0.315068493,0.595238095,0.404761905,0.25,0.333333333,0.25,0.75,0.215384615,0.25,0.25,0.25,0.25,0.25,246911,17
2864,35.7,0.847457627,0.480769231,0.657894737,0.342105263,0.333333333,0.510204082,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,246912,17
2865,71.2,0.379604498,0.107501003,0.551792829,0.448207171,0.01980198,0.370890136,0.01,0.00990099,0.118811881,0.02,0.00990099,0.03,0.00990099,0.00990099,246913,17
2866,18.4,0.722222222,0.26344086,0.615763547,0.384236453,0.119617225,0.139784946,0.119617225,0.888888889,0.128865979,0.120192308,0.111111111,0.111111111,0.111111111,0.111111111,247901,17
2867,34.3,0.603238866,0.177304965,0.496644295,0.503355705,0.166666667,0.333333333,0.167785235,0.142857143,0.166666667,0.166666667,0.167785235,0.166666667,0.142857143,0.142857143,247903,17
2868,37,0.920245399,0.5,0.342105263,0.657894737,0.5,0.641025641,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,247904,17
2869,7.7,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,248901,17
2870,40,0.857142857,0.657894737,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,249902,17
2871,34,0.829411765,0.285714286,0.583333333,0.416666667,0.333333333,0.396825397,0.333333333,0.333333333,0.352112676,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,249903,17
2872,39.4,0.609375,0.326797386,0.636942675,0.363057325,0.157232704,0.340136054,0.142857143,0.142857143,0.172413793,0.142857143,0.142857143,0.15625,0.142857143,0.142857143,249905,17
2873,25,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,250904,17
2874,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,251901,17
2875,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,251902,17
2876,33,0.79787234,0.352112676,0.657894737,0.342105263,0.324675325,0.25,0.25,0.75,0.337837838,0.25,0.25,0.25,0.25,0.25,252901,17
2877,30,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,252903,17
2878,46.4,0.873737374,0.590163934,0.735294118,0.264705882,0.352112676,0.438596491,0.333333333,0.666666667,0.390625,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,253901,17
2879,2.4,0.875,0.5,0.5,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,254901,17
2880,45,0.857142857,0.5,0.285714286,0.714285714,0.5,0.5,0.675675676,0.5,0.675675676,0.5,0.5,0.675675676,0.694444444,0.675675676,1903,18
2881,36.8,0.857142857,0.5,0.5,0.5,0.5,0.641025641,0.609756098,0.5,0.641025641,0.5,0.5,0.5,0.5,0.5,1904,18
2882,91.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.609756098,0.5,0.5,0.5,0.5,0.5,1907,18
2883,21.4,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1908,18
2884,42.6,0.845714286,0.378787879,0.657894737,0.342105263,0.25,0.396825397,0.25,0.75,0.352112676,0.25,0.25,0.333333333,0.25,0.25,2901,18
2885,49.5,0.684466019,0.290697674,0.479166667,0.520833333,0.231481481,0.458715596,0.2,0.8,0.252525253,0.2,0.2,0.231481481,0.2,0.2,3902,18
2886,36.1,0.658385093,0.385245902,0.590551181,0.409448819,0.099601594,0.401606426,0.098425197,0.100401606,0.197628458,0.090909091,0.090909091,0.100401606,0.100401606,0.090909091,3903,18
2887,7.7,0.875,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3905,18
2888,3.2,0.75,0.333333333,0.5,0.5,0.333333333,0.5,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,3907,18
2889,51.5,0.852272727,0.510204082,0.468085106,0.531914894,0.333333333,0.5,0.333333333,0.666666667,0.438596491,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,4901,18
2890,21.1,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5901,18
2891,52.2,0.877192982,0.543478261,0.625,0.375,0.5,0.641025641,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5902,18
2892,12.5,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7902,18
2893,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7904,18
2894,25.5,0.708171206,0.324324324,0.440298507,0.559701493,0.185185185,0.216216216,0.166666667,0.166666667,0.190839695,0.187969925,0.166666667,0.186567164,0.166666667,0.166666667,7905,18
2895,3.7,0.857142857,0.5,0.5,0.5,0.333333333,0.5,0.333333333,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,7906,18
2896,68.7,0.694444444,0.280898876,0.75,0.25,0.2,0.505050505,0.2,0.2,0.25,0.2,0.2,0.25,0.2,0.2,8901,18
2897,35.2,0.708695652,0.367647059,0.6,0.4,0.166666667,0.211864407,0.166666667,0.166666667,0.185185185,0.166666667,0.166666667,0.178571429,0.166666667,0.166666667,8902,18
2898,50.8,0.852272727,0.5,0.489795918,0.510204082,0.431034483,0.480769231,0.438596491,0.333333333,0.454545455,0.438596491,0.333333333,0.431034483,0.431034483,0.333333333,10902,18
2899,31.5,0.746376812,0.516129032,0.606060606,0.393939394,0.079872204,0.240384615,0.075757576,0.076923077,0.244712991,0.076452599,0.076452599,0.081168831,0.076923077,0.071428571,11901,18
2900,19.1,0.8125,0.538071066,0.551569507,0.448430493,0.091370558,0.16751269,0.111111111,0.111111111,0.423469388,0.111111111,0.115207373,0.11682243,0.111111111,0.111111111,11902,18
2901,42.9,0.887573964,0.581395349,0.390243902,0.609756098,0.333333333,0.581395349,0.333333333,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0.5,0.333333333,11904,18
2902,15.2,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,13901,18
2903,10.8,0.857142857,0.5,0.5,0.5,0.333333333,0.5,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,13905,18
2904,41.4,0.731578947,0.268817204,0.425287356,0.574712644,0.25,0.25,0.25,0.25,0.284090909,0.25,0.25,0.27173913,0.25,0.25,14804,18
2905,78.3,0.857142857,0.5,0.78125,0.21875,0.5,0.242424242,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14901,18
2906,64.6,0.495867769,0.253378378,0.616197183,0.383802817,0.083333333,0.35335689,0.076923077,0.076923077,0.065454545,0.083333333,0.076923077,0.083892617,0.076923077,0.08361204,14903,18
2907,22.8,0.790697674,0.409886715,0.592252803,0.407747197,0.05,0.102880658,0.025,0.025,0.306435138,0.025,0.025,0.025853154,0.025,0.025,14906,18
2908,54.2,0.694444444,0.25,0.568181818,0.431818182,0.238095238,0.284090909,0.238095238,0.238095238,0.247524752,0.2,0.2,0.240384615,0.238095238,0.2,14908,18
2909,25.2,0.727272727,0.446428571,0.561403509,0.438596491,0.125,0.303030303,0.125,0.125,0.303030303,0.125,0.125,0.14619883,0.125,0.125,14909,18
2910,30,0.862068966,0.568181818,0.625,0.375,0.333333333,0.510204082,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,14910,18
2911,83.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,15801,18
2912,9.1,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,15806,18
2913,42.1,0.852941176,0.375,0.5,0.5,0.568181818,0.568181818,0.5,0.5,0.581395349,0.5,0.5,0.5,0.5,0.5,15822,18
2914,53.3,0.911242604,0.5,0.462962963,0.537037037,0.342465753,0.390625,0.333333333,0.75,0.269230769,0.333333333,0.25,0.25,0.25,0.25,15827,18
2915,46.6,0.908088235,0.725925926,0.489795918,0.510204082,0.177777778,0.17037037,0.142857143,0.857142857,0.518518519,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,15828,18
2916,17.3,0.891774892,0.54954955,0.688073394,0.311926606,0.227272727,0.25,0.2,0.8,0.382022472,0.2,0.2,0.219298246,0.2,0.2,15830,18
2917,89.3,0.757281553,0.2,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15834,18
2918,69.9,0.51543943,0.152439024,0.598802395,0.401197605,0.071428571,0.453172205,0.071428571,0.071428571,0.044444444,0.074404762,0.071428571,0.074626866,0.071428571,0.073529412,15901,18
2919,7.6,0.953183521,0.778625954,0.565326633,0.434673367,0.050890585,0.203562341,0.058823529,0.9375,0.345360825,0.061576355,0.058823529,0.061728395,0.058823529,0.058823529,15904,18
2920,9.1,0.948770492,0.859550562,0.519230769,0.480769231,0.075144509,0.277456647,0.066666667,0.933333333,0.513274336,0.070224719,0.066666667,0.066666667,0.066666667,0.066666667,15905,18
2921,28.1,0.857142857,0.27173913,0.647887324,0.352112676,0.25,0.301204819,0.268817204,0.25,0.287356322,0.25,0.25,0.274725275,0.25,0.25,15906,18
2922,16.8,0.973586899,0.805555556,0.602739726,0.397260274,0.068493151,0.178290214,0.02739726,0.98630137,0.486111111,0.013888889,0.013888889,0.027777778,0.01399776,0.01369863,15907,18
2923,5.3,0.928571429,0.746192893,0.476439791,0.523560209,0.128205128,0.265957447,0.111111111,0.888888889,0.284916201,0.125628141,0.120772947,0.111111111,0.111111111,0.111111111,15908,18
2924,20.5,0.871794872,0.603174603,0.576271186,0.423728814,0.320512821,0.357142857,0.25,0.75,0.378787879,0.324675325,0.25,0.342465753,0.25,0.25,15909,18
2925,53.4,0.628012855,0.233649932,0.572005384,0.427994616,0.014925373,0.183989145,0.006784261,0.006753106,0.127589967,0.010905125,0.006740361,0.010087241,0.006754931,0.006740361,15910,18
2926,23,0.854243542,0.478079332,0.586353945,0.413646055,0.053418803,0.218340611,0.05,0.05,0.310572687,0.052410901,0.052410901,0.053533191,0.052301255,0.052192067,15911,18
2927,21.1,0.95625,0.728205128,0.581395349,0.418604651,0.061538462,0.251282051,0.114678899,0.888888889,0.251282051,0.114678899,0.113636364,0.114678899,0.114678899,0.113636364,15912,18
2928,59.7,0.857142857,0.454545455,0.468085106,0.531914894,0.416666667,0.431034483,0.416666667,0.333333333,0.446428571,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,15913,18
2929,27.4,0.895027624,0.245098039,0.537634409,0.462365591,0.2,0.240384615,0.2,0.2,0.247524752,0.2,0.2,0.2,0.2,0.2,15914,18
2930,46.6,0.753774187,0.273776448,0.580528334,0.419471666,0.010044881,0.254114127,0.009403719,0.158580893,0.097550494,0.012892136,0.005314626,0.01396648,0.005335041,0.005315756,15915,18
2931,28.5,0.856870229,0.550537634,0.578947368,0.421052632,0.034408602,0.230107527,0.051440329,0.05,0.652928416,0.05186722,0.051229508,0.052742616,0.051546392,0.051020408,15916,18
2932,12.2,0.91349481,0.573863636,0.602409639,0.397590361,0.147928994,0.153374233,0.136612022,0.875,0.301282051,0.142857143,0.125,0.140449438,0.125,0.125,15917,18
2933,27.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,16901,18
2934,38.5,0.802139037,0.276595745,0.545454545,0.454545455,0.352112676,0.423728814,0.333333333,0.333333333,0.373134328,0.333333333,0.357142857,0.333333333,0.333333333,0.333333333,16902,18
2935,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17901,18
2936,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,19902,18
2937,40,0.847457627,0.510204082,0.479166667,0.520833333,0.333333333,0.5,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,19905,18
2938,57.2,0.585714286,0.299401198,0.53125,0.46875,0.142857143,0.304878049,0.142857143,0.142857143,0.142857143,0.149700599,0.142857143,0.151515152,0.142857143,0.142857143,19907,18
2939,36.1,0.76142132,0.316455696,0.694444444,0.305555556,0.294117647,0.632911392,0.25,0.25,0.301204819,0.25,0.25,0.297619048,0.25,0.25,19912,18
2940,52.6,0.773536896,0.31614654,0.566666667,0.433333333,0.027137042,0.272727273,0.033068783,0.033156499,0.122282609,0.033557047,0.032258065,0.033112583,0.033156499,0.032851511,20901,18
2941,20.4,0.741433022,0.355450237,0.568181818,0.431818182,0.107296137,0.151658768,0.106382979,0.1,0.289099526,0.106382979,0.1,0.105932203,0.107296137,0.105932203,20902,18
2942,13,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,20904,18
2943,43.1,0.657289003,0.324503311,0.54517134,0.45482866,0.036423841,0.238410596,0.076923077,0.077160494,0.162251656,0.078125,0.071428571,0.077160494,0.077160494,0.071428571,20905,18
2944,45.5,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,20906,18
2945,64.5,0.626100881,0.124172185,0.546558704,0.453441296,0.020391517,0.274834437,0.020441537,0.020308692,0.061359867,0.020374898,0.02,0.018242123,0.020308692,0.020292208,20908,18
2946,80.9,0.46223565,0.124584718,0.573770492,0.426229508,0.040783034,0.37437604,0.040064103,0.038461538,0.077310924,0.040453074,0.038461538,0.040650407,0.040128411,0.038461538,21901,18
2947,34.6,0.675268817,0.4,0.579831933,0.420168067,0.066666667,0.492957746,0.066666667,0.066666667,0.280898876,0.066666667,0.0625,0.066666667,0.066666667,0.0625,21902,18
2948,60.9,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.657894737,0.5,0.5,22901,18
2949,10.9,0.75,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,25902,18
2950,71.1,0.862068966,0.5,0.431818182,0.568181818,0.333333333,0.555555556,0.462962963,0.333333333,0.462962963,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,25909,18
2951,33.8,0.842696629,0.454545455,0.519230769,0.480769231,0.333333333,0.462962963,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,26901,18
2952,21.1,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26903,18
